applicant_id,age,income,employment_length,loan_amount,credit_score,existing_debt,num_credit_accounts,credit_history_years,num_late_payments,home_ownership,loan_purpose,default
APP101253,59,56723.78,26.0,9395.56,773.0,13895.17,2,8,2,MORTGAGE,credit_card,0
APP101254,52,17411.6,14.0,3185.72,733.0,8186.76,8,8,0,MORTGAGE,home_improvement,0
APP101255,25,52471.64,35.0,11642.24,649.0,1541.97,2,21,0,OWN,car,0
APP101256,31,35945.25,37.0,6736.76,783.0,2524.84,7,3,1,MORTGAGE,debt_consolidation,1
APP101257,48,21390.05,39.0,16180.55,757.0,3001.64,13,18,1,OWN,car,0
APP101258,47,12806.36,38.0,9794.42,607.0,5677.74,14,8,1,OWN,credit_card,1
APP101259,60,33920.1,25.0,22255.95,765.0,4292.85,12,24,1,RENT,credit_card,0
APP101260,34,74896.05,38.0,7647.79,577.0,4278.66,12,13,2,RENT,business,1
APP101261,66,83896.76,31.0,3779.22,634.0,46825.65,8,19,3,MORTGAGE,debt_consolidation,1
APP101262,42,43377.15,9.0,11413.01,,3260.65,0,13,2,MORTGAGE,credit_card,1
APP101263,61,96858.15,,8505.48,661.0,14953.38,9,5,3,MORTGAGE,credit_card,1
APP101264,32,35544.1,39.0,3322.4,,4368.22,6,9,0,OWN,home_improvement,0
APP101265,22,58492.38,17.0,5254.14,613.0,860.21,3,25,3,RENT,debt_consolidation,1
APP101266,23,28980.68,34.0,6359.6,636.0,5727.65,10,15,0,RENT,debt_consolidation,0
APP101267,39,28076.85,11.0,25165.52,603.0,12032.72,0,4,1,MORTGAGE,debt_consolidation,0
APP101268,67,25880.51,14.0,15130.49,653.0,8158.03,2,2,0,OWN,car,0
APP101269,23,12961.46,32.0,8033.37,752.0,6032.52,6,2,1,RENT,debt_consolidation,1
APP101270,39,69116.32,21.0,13128.25,565.0,5008.95,2,24,2,RENT,home_improvement,1
APP101271,26,26348.95,27.0,2911.21,719.0,3308.58,10,28,2,OWN,debt_consolidation,0
APP101272,66,24325.5,12.0,7051.93,667.0,10066.7,11,15,1,OWN,home_improvement,1
APP101273,54,20130.96,24.0,12589.23,679.0,3472.53,10,17,2,MORTGAGE,debt_consolidation,0
APP101274,58,32788.08,19.0,10929.55,647.0,2944.61,1,15,2,MORTGAGE,home_improvement,1
APP101275,55,87706.05,37.0,7160.87,592.0,6826.08,9,9,1,MORTGAGE,car,0
APP101276,53,103454.73,,9672.24,685.0,3865.86,14,23,0,MORTGAGE,other,0
APP101277,58,15828.49,3.0,12123.06,691.0,13693.71,13,7,2,RENT,car,1
APP101278,21,30417.58,29.0,9841.72,585.0,7142.54,2,22,2,MORTGAGE,business,1
APP101279,63,21651.31,38.0,16590.78,542.0,2637.6,3,2,1,OWN,business,1
APP101280,57,59526.02,35.0,11982.72,656.0,1966.91,2,17,2,OWN,debt_consolidation,1
APP101281,57,41910.71,4.0,13450.13,710.0,3106.11,3,16,2,RENT,credit_card,1
APP101282,40,26415.74,39.0,27670.8,730.0,31900.13,13,3,0,OWN,credit_card,0
APP101283,60,37657.47,13.0,16260.66,746.0,4064.08,1,26,0,RENT,credit_card,0
APP101284,39,28603.68,,28129.53,679.0,9014.8,8,5,1,MORTGAGE,car,1
APP101285,23,81399.39,25.0,6613.39,628.0,1729.32,14,20,0,OWN,credit_card,0
APP101286,65,47737.84,38.0,3806.83,649.0,2066.34,12,14,2,OWN,business,1
APP101287,32,50762.43,13.0,9098.2,550.0,4227.03,6,22,0,MORTGAGE,home_improvement,1
APP101288,25,9571.46,24.0,8644.19,595.0,19165.72,8,13,1,OWN,credit_card,1
APP101289,51,35122.8,27.0,23757.38,645.0,1750.07,6,17,0,RENT,car,0
APP101290,32,102909.52,6.0,5023.96,628.0,2969.69,10,22,4,OWN,home_improvement,1
APP101291,63,70478.61,31.0,9439.64,657.0,10110.76,14,0,1,MORTGAGE,credit_card,1
APP101292,42,14421.21,5.0,12620.88,540.0,17572.16,8,6,0,MORTGAGE,business,1
APP101293,21,31047.92,33.0,10509.78,557.0,6973.85,6,13,0,RENT,credit_card,1
APP101294,67,19915.23,,8929.2,712.0,8439.64,13,10,3,RENT,debt_consolidation,1
APP101295,46,85438.39,7.0,12272.8,583.0,2398.17,5,1,0,RENT,car,1
APP101296,33,41033.3,19.0,18910.23,595.0,1705.59,0,19,1,MORTGAGE,car,1
APP101297,54,24738.16,7.0,24870.74,657.0,1965.18,3,2,0,MORTGAGE,debt_consolidation,1
APP101298,46,36941.06,3.0,10093.88,575.0,2443.81,9,22,1,RENT,debt_consolidation,1
APP101299,22,9860.75,2.0,6066.23,738.0,5886.88,6,5,2,RENT,business,1
APP101300,58,21110.36,11.0,24852.67,549.0,1852.5,13,18,2,OWN,debt_consolidation,1
APP101301,40,36983.3,19.0,5184.45,650.0,6004.84,10,26,1,RENT,home_improvement,0
APP101302,55,55427.86,1.0,28979.6,590.0,3819.41,8,10,2,MORTGAGE,debt_consolidation,1
APP101303,64,13757.55,5.0,22169.69,662.0,3133.75,13,6,0,MORTGAGE,car,0
APP101304,50,30014.09,24.0,24188.66,610.0,9976.92,11,6,2,OWN,debt_consolidation,1
APP101305,53,60164.81,12.0,14931.59,,2281.93,2,13,1,RENT,home_improvement,0
APP101306,33,17575.71,30.0,2786.4,747.0,15499.51,10,8,1,RENT,other,0
APP101307,32,40724.75,33.0,5305.65,595.0,9553.61,10,26,1,RENT,home_improvement,0
APP101308,41,37533.43,1.0,11898.09,594.0,2225.9,14,25,0,OWN,credit_card,0
APP101309,62,85578.57,37.0,6598.59,624.0,12858.87,0,20,2,OWN,credit_card,1
APP101310,46,32368.21,27.0,8191.33,767.0,2025.17,2,10,1,OWN,other,0
APP101311,38,33329.55,32.0,14295.28,642.0,13828.18,12,3,2,MORTGAGE,home_improvement,1
APP101312,59,55685.77,19.0,8937.54,748.0,6414.7,14,6,0,MORTGAGE,other,0
APP101313,62,18710.23,0.0,4762.78,635.0,1389.5,4,13,1,MORTGAGE,debt_consolidation,1
APP101314,65,32518.3,35.0,16838.03,745.0,1743.58,14,24,0,RENT,car,0
APP101315,35,28915.63,22.0,13479.72,682.0,3554.68,0,23,0,MORTGAGE,debt_consolidation,0
APP101316,55,33878.78,1.0,8523.67,694.0,9840.25,10,29,1,OWN,credit_card,0
APP101317,49,55503.6,6.0,15165.22,535.0,4287.45,5,13,0,OWN,home_improvement,1
APP101318,42,47910.06,8.0,10477.95,523.0,4202.79,9,16,0,MORTGAGE,car,1
APP101319,40,24975.71,15.0,22000.42,735.0,5075.27,13,6,3,RENT,home_improvement,0
APP101320,26,38884.45,17.0,10837.04,734.0,996.18,8,20,0,MORTGAGE,debt_consolidation,0
APP101321,34,76513.37,17.0,21902.51,843.0,9503.17,3,19,0,RENT,debt_consolidation,0
APP101322,47,23964.22,34.0,3215.73,531.0,14353.18,14,2,1,OWN,business,1
APP101323,64,39049.42,37.0,13036.8,688.0,9241.77,4,12,2,MORTGAGE,debt_consolidation,0
APP101324,63,32972.19,27.0,7795.35,568.0,3502.43,7,27,1,MORTGAGE,home_improvement,1
APP101325,30,35189.31,25.0,5910.99,590.0,2421.07,2,15,1,RENT,car,1
APP101326,54,16069.39,34.0,19832.96,609.0,2068.23,13,13,0,OWN,car,1
APP101327,25,73525.05,10.0,16872.7,680.0,1985.22,14,3,0,MORTGAGE,debt_consolidation,0
APP101328,54,24657.2,22.0,2969.4,596.0,30081.04,5,23,3,MORTGAGE,car,1
APP101329,37,60659.77,25.0,15203.75,652.0,4614.42,6,27,1,MORTGAGE,business,0
APP101330,43,26617.17,11.0,14136.12,716.0,10134.99,6,27,1,MORTGAGE,car,0
APP101331,56,26562.29,,6413.48,740.0,9698.34,14,27,2,MORTGAGE,credit_card,0
APP101332,41,66606.78,9.0,5995.82,705.0,5508.72,9,28,1,OWN,debt_consolidation,0
APP101333,60,59691.34,2.0,3811.03,,2332.45,1,9,1,MORTGAGE,home_improvement,1
APP101334,47,40309.12,12.0,8082.7,638.0,7442.45,11,22,3,RENT,car,1
APP101335,69,53134.16,,8897.34,604.0,2067.26,6,8,4,OWN,debt_consolidation,1
APP101336,52,31436.46,14.0,15965.7,693.0,7957.29,1,10,2,OWN,home_improvement,0
APP101337,35,36163.88,8.0,11633.31,565.0,2144.15,7,5,3,OWN,business,1
APP101338,58,26086.88,34.0,5239.89,659.0,3467.09,0,1,2,RENT,credit_card,1
APP101339,40,57069.92,6.0,11422.32,563.0,3462.45,3,17,5,MORTGAGE,credit_card,1
APP101340,47,25675.52,6.0,8497.89,646.0,15050.42,11,2,0,OWN,car,1
APP101341,27,76311.44,35.0,5648.27,565.0,701.15,7,5,1,MORTGAGE,car,0
APP101342,26,31010.56,12.0,3813.47,617.0,31717.65,6,5,1,OWN,home_improvement,1
APP101343,49,36689.81,0.0,14398.54,595.0,2579.31,5,18,4,RENT,credit_card,1
APP101344,30,53069.84,17.0,12936.89,586.0,4452.9,13,14,2,OWN,car,1
APP101345,69,36751.42,29.0,13822.62,643.0,6840.7,3,28,1,RENT,car,0
APP101346,62,31289.75,30.0,6393.6,456.0,6387.46,14,19,1,MORTGAGE,business,1
APP101347,55,35774.42,3.0,10967.02,505.0,9651.84,5,5,0,MORTGAGE,credit_card,1
APP101348,57,56778.28,11.0,4336.32,714.0,8008.82,5,7,1,RENT,car,0
APP101349,50,26070.87,24.0,5475.56,661.0,25074.23,9,6,1,MORTGAGE,credit_card,1
APP101350,23,34094.16,26.0,10099.48,592.0,8824.41,11,13,1,MORTGAGE,business,1
APP101351,40,36502.77,24.0,11584.37,727.0,4474.32,7,2,3,MORTGAGE,car,0
APP101352,45,55954.41,13.0,3724.58,598.0,3157.67,9,12,1,MORTGAGE,car,0
APP101353,65,34547.05,34.0,5247.32,603.0,3093.06,6,9,2,OWN,credit_card,1
APP101354,31,89693.14,3.0,7948.7,587.0,13829.99,11,3,0,MORTGAGE,credit_card,1
APP101355,45,33581.5,32.0,17590.45,802.0,20013.49,12,26,0,MORTGAGE,car,0
APP101356,37,32246.29,37.0,6076.22,668.0,10973.96,12,10,1,OWN,debt_consolidation,0
APP101357,27,33339.03,27.0,10768.12,665.0,390.9,9,0,1,MORTGAGE,home_improvement,1
APP101358,26,18801.26,17.0,11467.08,687.0,814.26,4,22,3,MORTGAGE,debt_consolidation,1
APP101359,38,21625.68,15.0,8520.11,501.0,4885.13,9,19,2,MORTGAGE,home_improvement,1
APP101360,25,27852.18,,11623.82,602.0,4301.19,9,10,1,OWN,credit_card,0
APP101361,24,64081.75,6.0,4416.27,686.0,4993.67,3,11,1,MORTGAGE,home_improvement,0
APP101362,38,35718.96,8.0,6677.69,649.0,13378.36,12,5,4,RENT,debt_consolidation,1
APP101363,30,28500.53,25.0,23402.92,826.0,12855.31,11,9,1,MORTGAGE,business,0
APP101364,48,67054.93,22.0,24412.7,607.0,5652.94,6,4,0,RENT,home_improvement,0
APP101365,21,78872.55,19.0,16411.74,725.0,1452.29,0,5,3,MORTGAGE,debt_consolidation,0
APP101366,35,68029.13,,19153.4,714.0,1838.37,10,11,0,RENT,car,0
APP101367,43,23705.33,3.0,3309.17,661.0,5187.17,3,24,1,RENT,home_improvement,0
APP101368,68,28349.81,34.0,5601.46,675.0,6859.97,11,5,1,OWN,credit_card,0
APP101369,52,89937.3,38.0,8211.9,626.0,1855.95,6,24,1,MORTGAGE,debt_consolidation,0
APP101370,64,40968.95,9.0,42166.66,492.0,8336.66,10,24,0,RENT,credit_card,1
APP101371,37,31767.1,12.0,8202.13,677.0,1209.67,13,1,2,OWN,debt_consolidation,1
APP101372,43,52009.1,25.0,15474.4,684.0,583.75,1,8,2,OWN,credit_card,1
APP101373,41,60093.05,0.0,12419.5,696.0,2440.35,0,17,2,OWN,credit_card,0
APP101374,64,27289.99,,12254.81,655.0,14741.92,10,4,0,MORTGAGE,car,1
APP101375,68,40526.85,36.0,9758.38,727.0,16611.13,6,12,0,MORTGAGE,home_improvement,1
APP101376,68,57715.44,,4817.36,580.0,1372.03,10,21,1,MORTGAGE,debt_consolidation,1
APP101377,57,20330.07,23.0,1957.26,767.0,1458.57,1,0,3,RENT,other,0
APP101378,45,36540.36,35.0,21356.37,570.0,9033.98,13,19,0,MORTGAGE,debt_consolidation,0
APP101379,47,20802.02,29.0,6836.98,641.0,3454.55,3,9,0,MORTGAGE,home_improvement,1
APP101380,69,22208.04,10.0,3228.37,704.0,14663.25,1,23,1,OWN,credit_card,1
APP101381,34,27404.16,6.0,12871.57,,8917.13,6,5,1,MORTGAGE,debt_consolidation,1
APP101382,37,46099.61,28.0,12724.36,709.0,10230.36,12,21,1,MORTGAGE,car,1
APP101383,64,,16.0,15689.32,622.0,2546.55,1,22,1,RENT,home_improvement,0
APP101384,39,26259.71,38.0,19330.31,659.0,7009.69,7,13,7,RENT,credit_card,1
APP101385,32,37263.79,25.0,5702.2,635.0,24664.17,12,13,1,OWN,credit_card,1
APP101386,48,20465.97,0.0,5854.76,603.0,5507.13,7,12,2,MORTGAGE,car,1
APP101387,36,44999.27,10.0,8174.53,830.0,4740.98,1,23,1,MORTGAGE,business,0
APP101388,64,63939.55,29.0,16203.53,582.0,3468.39,3,12,3,MORTGAGE,car,1
APP101389,65,34905.44,28.0,2802.92,467.0,1364.37,8,29,0,RENT,debt_consolidation,1
APP101390,35,32816.13,29.0,10688.5,585.0,2040.28,9,4,2,RENT,debt_consolidation,1
APP101391,46,43770.71,9.0,17314.04,,2407.98,2,12,1,MORTGAGE,debt_consolidation,1
APP101392,69,13170.9,9.0,16890.62,619.0,1318.91,5,16,0,RENT,credit_card,0
APP101393,57,47496.38,8.0,15140.63,731.0,1429.69,1,16,1,MORTGAGE,debt_consolidation,0
APP101394,31,171260.81,27.0,18728.47,728.0,693.29,8,13,2,OWN,debt_consolidation,0
APP101395,49,34154.92,0.0,1903.96,624.0,2628.03,6,29,0,OWN,car,1
APP101396,51,34215.62,32.0,26058.03,515.0,8435.45,9,14,1,OWN,home_improvement,1
APP101397,53,52670.12,11.0,12067.16,547.0,3815.34,5,4,1,RENT,debt_consolidation,1
APP101398,22,82674.49,19.0,22043.89,647.0,3829.2,14,11,0,OWN,car,0
APP101399,35,59129.42,9.0,4891.33,524.0,9076.31,0,1,0,RENT,home_improvement,1
APP101400,62,12359.7,17.0,3455.44,620.0,18980.59,3,8,0,OWN,credit_card,1
APP101401,32,48131.85,30.0,28906.64,763.0,30292.77,0,14,0,RENT,debt_consolidation,0
APP101402,35,131395.23,7.0,5676.48,677.0,5517.11,12,2,3,MORTGAGE,home_improvement,1
APP101403,36,49573.94,22.0,8213.14,653.0,3922.79,4,14,0,MORTGAGE,car,0
APP101404,29,20387.94,2.0,13581.62,566.0,3531.71,0,6,1,RENT,debt_consolidation,1
APP101405,28,41811.0,7.0,15736.4,664.0,7886.92,11,27,3,RENT,debt_consolidation,1
APP101406,38,19142.31,27.0,18902.51,629.0,4337.07,13,4,0,RENT,credit_card,0
APP101407,63,67265.44,22.0,11316.67,669.0,4349.5,12,13,0,RENT,car,0
APP101408,21,22517.74,24.0,5257.52,708.0,4586.28,3,5,1,OWN,other,0
APP101409,34,37688.93,9.0,15123.11,721.0,2312.98,0,13,1,MORTGAGE,credit_card,0
APP101410,23,23649.8,8.0,15268.29,660.0,760.7,4,14,0,MORTGAGE,car,1
APP101411,48,27633.28,17.0,3330.84,690.0,2877.31,2,14,4,RENT,car,1
APP101412,33,76349.39,5.0,23183.84,609.0,15771.87,11,14,2,OWN,business,1
APP101413,59,38243.49,35.0,2225.54,740.0,15189.82,5,13,2,OWN,home_improvement,1
APP101414,49,27457.61,10.0,18410.0,579.0,10423.58,6,8,3,OWN,business,1
APP101415,59,,28.0,6765.11,,3311.04,9,26,2,MORTGAGE,business,0
APP101416,52,14244.83,6.0,15112.93,748.0,2611.26,6,19,1,OWN,debt_consolidation,0
APP101417,42,19425.85,26.0,13441.69,611.0,18027.92,4,18,0,MORTGAGE,credit_card,1
APP101418,63,38406.41,8.0,9679.12,542.0,2066.26,3,12,1,OWN,credit_card,1
APP101419,44,59285.31,11.0,12973.34,617.0,5072.14,3,23,2,OWN,car,1
APP101420,67,27441.84,,9396.86,761.0,18988.61,1,20,0,OWN,credit_card,0
APP101421,69,79640.0,4.0,15189.66,468.0,5427.08,8,4,1,MORTGAGE,business,1
APP101422,49,25368.15,4.0,36723.17,658.0,3886.32,3,13,3,OWN,business,1
APP101423,54,32241.0,30.0,4426.02,599.0,12430.04,10,26,2,OWN,credit_card,0
APP101424,33,21167.28,13.0,1461.34,636.0,5206.22,5,26,4,OWN,home_improvement,1
APP101425,60,59598.21,22.0,7712.48,622.0,5749.89,7,29,3,RENT,debt_consolidation,1
APP101426,53,103647.95,25.0,7402.58,726.0,16510.8,12,22,4,OWN,credit_card,0
APP101427,65,15049.37,24.0,7890.85,654.0,641.66,10,28,1,MORTGAGE,home_improvement,0
APP101428,34,30543.86,25.0,5676.76,730.0,6549.03,4,7,1,OWN,debt_consolidation,0
APP101429,59,68349.53,39.0,16704.95,752.0,2662.3,0,29,0,MORTGAGE,debt_consolidation,0
APP101430,44,17615.37,,4320.83,652.0,4163.96,10,28,1,OWN,other,0
APP101431,30,48210.97,13.0,12970.92,621.0,5379.58,4,20,0,MORTGAGE,home_improvement,0
APP101432,29,66885.41,11.0,14517.05,680.0,2862.99,1,20,0,RENT,home_improvement,0
APP101433,48,37764.11,32.0,11966.66,695.0,5900.65,9,20,0,MORTGAGE,car,0
APP101434,36,47816.76,16.0,13257.07,557.0,6689.48,12,3,1,MORTGAGE,home_improvement,1
APP101435,25,87592.55,22.0,17493.07,668.0,5783.5,9,2,0,RENT,home_improvement,0
APP101436,41,96202.76,32.0,10220.38,629.0,5372.95,12,7,1,MORTGAGE,credit_card,0
APP101437,52,35207.57,9.0,8039.34,616.0,4473.47,2,8,0,MORTGAGE,credit_card,1
APP101438,36,27828.36,8.0,13250.92,594.0,4544.41,12,1,0,MORTGAGE,debt_consolidation,1
APP101439,67,22925.61,2.0,14188.96,599.0,5237.05,4,23,0,MORTGAGE,home_improvement,1
APP101440,59,59188.47,2.0,16878.71,750.0,2312.46,7,1,2,MORTGAGE,home_improvement,0
APP101441,46,18290.05,24.0,3542.42,620.0,13576.47,3,10,1,MORTGAGE,debt_consolidation,1
APP101442,66,32007.1,20.0,8865.13,741.0,4569.27,9,3,2,RENT,car,1
APP101443,42,38228.82,11.0,5222.75,660.0,3559.23,13,18,1,MORTGAGE,debt_consolidation,0
APP101444,27,28240.11,8.0,13857.46,559.0,6745.8,14,28,0,MORTGAGE,home_improvement,1
APP101445,22,41769.02,27.0,15306.39,665.0,4483.9,4,17,1,MORTGAGE,debt_consolidation,0
APP101446,66,130908.86,3.0,8394.67,554.0,13281.13,6,16,3,RENT,business,1
APP101447,68,34173.33,28.0,6389.68,698.0,10054.21,13,17,0,RENT,debt_consolidation,0
APP101448,57,29210.9,36.0,14160.02,633.0,5294.12,4,8,3,RENT,debt_consolidation,1
APP101449,26,60334.9,18.0,9136.7,718.0,10416.35,13,11,0,OWN,debt_consolidation,0
APP101450,35,40937.09,19.0,23292.34,764.0,5932.58,8,9,1,MORTGAGE,credit_card,0
APP101451,23,74583.0,21.0,28674.74,511.0,1952.2,7,26,1,MORTGAGE,home_improvement,1
APP101452,23,39432.43,3.0,18041.44,613.0,10015.55,14,10,0,OWN,debt_consolidation,1
APP101453,33,32073.6,25.0,11379.79,553.0,1074.54,13,7,1,RENT,car,1
APP101454,49,14885.42,14.0,29594.53,822.0,294.86,13,15,0,RENT,debt_consolidation,0
APP101455,24,16157.39,18.0,11434.98,614.0,8590.37,1,23,0,MORTGAGE,business,0
APP101456,69,14503.58,0.0,7424.08,544.0,7008.3,1,11,1,RENT,credit_card,1
APP101457,43,43900.0,35.0,6599.81,829.0,6643.55,1,0,2,MORTGAGE,credit_card,0
APP101458,33,18377.37,13.0,6489.23,591.0,14937.73,8,12,0,RENT,car,1
APP101459,46,68035.76,3.0,9859.38,520.0,4818.54,6,25,1,RENT,car,1
APP101460,59,36868.89,31.0,13067.09,557.0,3631.5,3,25,3,OWN,car,1
APP101461,36,32141.6,39.0,4234.01,661.0,9295.74,10,22,0,OWN,credit_card,0
APP101462,23,23815.04,20.0,7560.14,653.0,2776.55,3,15,0,RENT,car,0
APP101463,23,49569.42,1.0,11245.36,583.0,4062.33,14,29,1,MORTGAGE,debt_consolidation,0
APP101464,62,24288.33,39.0,14562.07,611.0,6015.28,5,3,2,MORTGAGE,home_improvement,1
APP101465,26,22188.09,8.0,9744.38,654.0,6412.68,7,3,3,MORTGAGE,credit_card,1
APP101466,52,65786.83,9.0,11461.0,755.0,3765.29,0,21,1,MORTGAGE,debt_consolidation,0
APP101467,39,43360.78,28.0,4707.38,676.0,3319.66,0,24,2,MORTGAGE,car,0
APP101468,59,32290.72,13.0,5726.89,604.0,2006.33,2,6,3,MORTGAGE,business,1
APP101469,23,50046.93,3.0,9542.23,631.0,2618.25,2,9,1,MORTGAGE,debt_consolidation,1
APP101470,64,36478.05,27.0,13444.57,711.0,21062.95,1,6,1,MORTGAGE,debt_consolidation,1
APP101471,55,43980.72,10.0,11370.55,784.0,3974.04,6,7,0,RENT,debt_consolidation,0
APP101472,43,24138.81,34.0,5947.38,561.0,5718.15,10,0,1,RENT,other,1
APP101473,31,102252.38,6.0,8587.5,739.0,1490.66,10,6,1,RENT,debt_consolidation,0
APP101474,68,27178.73,36.0,24516.53,624.0,38199.16,12,20,1,RENT,home_improvement,1
APP101475,35,79063.62,28.0,13719.25,520.0,2467.17,8,21,2,OWN,debt_consolidation,1
APP101476,45,33043.02,,8977.53,504.0,1919.73,2,26,0,RENT,home_improvement,0
APP101477,40,54368.95,23.0,5348.11,756.0,4680.0,13,28,3,RENT,other,0
APP101478,32,52423.58,37.0,6450.92,766.0,2406.71,12,6,3,OWN,debt_consolidation,0
APP101479,41,64435.88,2.0,9936.34,604.0,6581.28,3,19,4,RENT,home_improvement,1
APP101480,28,23853.55,32.0,11679.24,633.0,1466.58,12,11,0,MORTGAGE,car,0
APP101481,21,62181.8,18.0,13895.75,507.0,12205.47,8,7,0,RENT,credit_card,1
APP101482,35,91420.03,37.0,12491.35,710.0,10424.22,5,20,1,MORTGAGE,business,0
APP101483,26,31909.32,8.0,7925.64,647.0,4469.61,2,11,2,RENT,home_improvement,1
APP101484,41,36951.19,28.0,7283.28,525.0,1307.12,14,18,2,RENT,debt_consolidation,1
APP101485,63,27952.91,38.0,33799.23,666.0,2566.24,9,7,0,RENT,debt_consolidation,0
APP101486,28,30539.67,13.0,7087.72,538.0,5166.86,6,12,2,OWN,car,1
APP101487,21,85452.11,,4559.54,694.0,1866.07,11,2,1,OWN,debt_consolidation,1
APP101488,26,21979.88,15.0,3702.52,563.0,2125.46,11,1,2,MORTGAGE,business,1
APP101489,45,22673.24,23.0,8007.12,676.0,11378.03,7,23,0,RENT,debt_consolidation,0
APP101490,34,81263.36,25.0,17395.91,597.0,5563.23,3,26,1,OWN,business,0
APP101491,44,49626.2,19.0,7005.36,460.0,5424.41,6,3,1,OWN,debt_consolidation,1
APP101492,22,104839.42,37.0,24016.8,729.0,7494.82,9,20,2,MORTGAGE,car,1
APP101493,37,28992.16,23.0,9853.98,734.0,4311.07,2,19,5,RENT,other,1
APP101494,41,38682.42,25.0,19259.02,608.0,4686.28,1,8,1,RENT,debt_consolidation,1
APP101495,42,26099.24,38.0,6281.52,671.0,7078.3,14,12,0,RENT,car,0
APP101496,48,,37.0,6340.23,685.0,9387.99,8,8,1,MORTGAGE,car,0
APP101497,59,14957.25,13.0,10452.82,687.0,7320.86,9,2,1,RENT,car,0
APP101498,43,51147.93,11.0,13220.62,788.0,15808.62,6,24,0,RENT,credit_card,0
APP101499,62,42690.73,29.0,8889.5,683.0,5012.57,12,9,0,RENT,car,0
APP101500,46,35285.33,21.0,11795.57,621.0,1672.81,5,15,5,MORTGAGE,business,1
APP101501,33,29876.21,17.0,14088.18,684.0,11738.35,0,2,2,MORTGAGE,debt_consolidation,1
APP101502,32,23216.6,27.0,4220.45,615.0,4039.72,11,1,0,RENT,car,0
APP101503,36,52253.2,26.0,8066.2,564.0,2657.25,3,18,0,MORTGAGE,debt_consolidation,0
APP101504,50,20220.56,36.0,7250.24,747.0,8689.58,11,12,1,MORTGAGE,debt_consolidation,0
APP101505,32,46908.21,14.0,7464.6,692.0,6611.84,7,20,0,MORTGAGE,credit_card,0
APP101506,65,102459.79,30.0,12633.74,501.0,1766.94,5,26,1,RENT,other,0
APP101507,44,76325.38,9.0,7310.93,595.0,8404.35,8,26,1,MORTGAGE,car,1
APP101508,63,17110.3,37.0,2971.89,710.0,22014.43,6,2,1,OWN,other,1
APP101509,54,27767.76,3.0,8587.72,524.0,6367.07,6,8,1,MORTGAGE,credit_card,1
APP101510,37,44834.15,30.0,5225.76,589.0,4004.02,4,6,3,OWN,car,1
APP101511,32,,4.0,13330.36,850.0,1292.84,5,5,2,OWN,home_improvement,0
APP101512,57,18039.1,35.0,16049.26,623.0,25361.17,4,13,0,OWN,debt_consolidation,1
APP101513,37,44031.39,38.0,2684.11,736.0,3250.07,6,14,2,MORTGAGE,debt_consolidation,1
APP101514,33,36134.07,32.0,6219.6,770.0,1593.37,14,29,0,OWN,debt_consolidation,0
APP101515,66,94576.35,31.0,12234.61,577.0,5370.5,5,24,2,MORTGAGE,credit_card,0
APP101516,44,31996.62,19.0,4250.0,671.0,11010.44,9,1,3,RENT,home_improvement,1
APP101517,23,65120.96,,15828.96,814.0,13210.03,0,16,2,MORTGAGE,debt_consolidation,0
APP101518,45,19272.91,39.0,18575.34,686.0,2870.45,0,6,0,OWN,debt_consolidation,0
APP101519,43,21720.14,21.0,8980.32,839.0,4542.26,10,28,0,OWN,car,0
APP101520,63,52095.35,32.0,6220.8,599.0,4916.39,10,7,0,MORTGAGE,debt_consolidation,0
APP101521,55,62434.01,28.0,2474.17,793.0,10734.8,11,2,1,OWN,home_improvement,0
APP101522,30,22500.74,28.0,16129.66,651.0,7897.23,8,28,2,MORTGAGE,credit_card,1
APP101523,28,36755.34,14.0,32909.68,623.0,6102.78,4,21,1,MORTGAGE,debt_consolidation,0
APP101524,50,18200.61,17.0,29067.93,701.0,10217.54,1,20,1,MORTGAGE,car,0
APP101525,23,33169.63,17.0,8804.48,641.0,1653.0,14,19,2,MORTGAGE,car,0
APP101526,36,55185.82,24.0,5137.87,643.0,6882.24,2,21,0,RENT,credit_card,0
APP101527,27,29217.43,28.0,16359.67,688.0,5868.05,14,7,2,MORTGAGE,credit_card,1
APP101528,22,32063.79,7.0,9171.71,505.0,4722.03,4,20,4,OWN,debt_consolidation,1
APP101529,66,20642.4,9.0,13185.58,586.0,4024.92,8,6,2,OWN,other,1
APP101530,25,26260.49,1.0,11868.59,707.0,5471.56,1,27,2,RENT,business,0
APP101531,21,87470.38,21.0,10465.11,729.0,3114.58,11,11,0,RENT,other,0
APP101532,66,37664.09,26.0,18344.93,678.0,43557.34,6,27,2,MORTGAGE,car,1
APP101533,30,22001.06,8.0,18758.47,672.0,14576.7,8,9,1,RENT,home_improvement,1
APP101534,61,31027.03,28.0,7232.84,682.0,11782.0,1,5,0,MORTGAGE,business,0
APP101535,22,16338.61,0.0,5688.11,726.0,3217.17,3,10,1,OWN,business,0
APP101536,28,21871.07,34.0,2209.52,535.0,2285.28,6,16,0,RENT,business,1
APP101537,26,71694.54,27.0,8040.96,609.0,4148.24,1,21,2,MORTGAGE,debt_consolidation,0
APP101538,55,33818.35,27.0,5135.87,644.0,5384.76,11,0,0,MORTGAGE,car,1
APP101539,51,93467.13,28.0,12727.47,665.0,1542.7,5,2,0,RENT,credit_card,0
APP101540,44,34624.82,14.0,8090.78,481.0,7215.46,11,8,1,MORTGAGE,car,0
