transaction_id,user_id,amount,timestamp,merchant_category,location,device_type,hour_of_day,is_weekend,distance_from_home,is_fraud
TXN1020319,34,160.15,2025-01-20 16:11:00,online_retail,domestic,pos,18,1,7.42,0
TXN1019106,995,4.26,2025-01-20 16:13:00,gas_station,domestic,mobile,16,0,14.09,0
TXN1032616,518,43.99,2025-01-20 16:17:00,entertainment,domestic,pos,20,1,5.2,0
TXN1042495,2174,24.69,2025-01-20 16:22:00,online_retail,domestic,web,20,1,7.81,0
TXN1028576,2308,94.86,2025-01-20 16:25:00,gas_station,domestic,mobile,7,1,57.37,0
TXN1027775,2610,54.86,2025-01-20 16:35:00,gas_station,domestic,mobile,17,0,58.88,0
TXN1020797,427,70.42,2025-01-20 16:36:00,entertainment,domestic,mobile,15,1,18.05,0
TXN1048316,2696,8.28,2025-01-20 16:36:00,restaurant,domestic,pos,4,0,28.45,1
TXN1003967,383,138.0,2025-01-20 16:37:00,online_retail,domestic,pos,6,0,18.8,0
TXN1008272,1101,26.38,2025-01-20 16:41:00,entertainment,domestic,mobile,8,0,6.39,0
TXN1041265,852,19.97,2025-01-20 16:57:00,utilities,domestic,mobile,10,1,55.92,0
TXN1014244,1798,22.53,2025-01-20 17:01:00,restaurant,domestic,pos,11,0,40.23,0
TXN1027119,2543,7.41,2025-01-20 17:01:00,utilities,domestic,pos,5,0,46.31,0
TXN1041085,1448,156.4,2025-01-20 17:04:00,restaurant,international,mobile,13,1,33.78,1
TXN1019772,1150,74.25,2025-01-20 17:05:00,utilities,domestic,mobile,18,1,68.19,0
TXN1017911,1337,18.88,2025-01-20 17:06:00,grocery,international,pos,0,0,3.27,0
TXN1007180,2348,19.89,2025-01-20 17:15:00,online_retail,domestic,web,23,1,43.46,0
TXN1015672,390,58.62,2025-01-20 17:21:00,travel,domestic,web,23,1,20.24,0
TXN1007365,1255,14.26,2025-01-20 17:22:00,grocery,domestic,web,16,1,33.07,0
TXN1011636,96,15.49,2025-01-20 17:23:00,gas_station,domestic,web,12,1,55.03,0
TXN1032444,1135,56.52,2025-01-20 17:42:00,travel,domestic,pos,18,1,20.48,0
TXN1042966,279,4.77,2025-01-20 17:48:00,electronics,domestic,mobile,6,1,22.99,0
TXN1007369,1770,11.78,2025-01-20 17:51:00,travel,domestic,web,1,0,3.3,0
TXN1027386,2243,106.79,2025-01-20 18:04:00,electronics,domestic,web,22,1,17.07,0
TXN1045994,436,91.58,2025-01-20 18:07:00,utilities,domestic,web,23,1,47.65,0
TXN1001923,166,132.24,2025-01-20 18:08:00,restaurant,domestic,pos,15,0,50.68,0
TXN1034384,280,12.31,2025-01-20 18:14:00,electronics,international,pos,0,0,48.36,0
TXN1033790,1740,133.63,2025-01-20 18:20:00,restaurant,domestic,mobile,7,1,24.48,0
TXN1043872,1984,279.93,2025-01-20 18:20:00,entertainment,domestic,mobile,1,0,34.11,1
TXN1006200,686,159.99,2025-01-20 18:23:00,gas_station,domestic,pos,10,0,9.07,0
TXN1013591,893,36.46,2025-01-20 18:26:00,online_retail,domestic,mobile,6,1,25.62,0
TXN1031098,2998,8.8,2025-01-20 18:27:00,online_retail,domestic,mobile,3,0,168.0,1
TXN1013929,190,46.66,2025-01-20 18:28:00,electronics,domestic,mobile,10,1,10.56,0
TXN1014909,2560,69.08,2025-01-20 18:37:00,grocery,domestic,web,2,0,33.16,0
TXN1002110,1161,98.78,2025-01-20 18:41:00,gas_station,domestic,mobile,11,0,5.15,0
TXN1030308,644,215.8,2025-01-20 18:43:00,gas_station,domestic,mobile,7,1,50.28,0
TXN1044418,125,101.85,2025-01-20 18:44:00,gas_station,domestic,pos,4,0,26.72,0
TXN1040509,916,28.42,2025-01-20 18:47:00,electronics,domestic,web,1,1,46.14,0
TXN1037806,890,11.74,2025-01-20 18:48:00,utilities,domestic,pos,13,0,117.34,0
TXN1008501,118,25.96,2025-01-20 18:51:00,restaurant,international,web,20,1,13.69,0
TXN1047243,2074,46.41,2025-01-20 18:58:00,online_retail,international,pos,11,0,53.73,0
TXN1034155,252,85.53,2025-01-20 19:00:00,grocery,domestic,mobile,21,0,12.21,0
TXN1029177,1454,108.07,2025-01-20 19:03:00,restaurant,domestic,mobile,21,0,19.97,0
TXN1037301,1404,53.55,2025-01-20 19:06:00,entertainment,domestic,mobile,11,0,11.63,0
TXN1040619,151,27.46,2025-01-20 19:14:00,electronics,domestic,web,23,1,54.76,0
TXN1013399,219,146.85,2025-01-20 19:32:00,travel,domestic,web,15,1,35.59,0
TXN1048573,2467,107.34,2025-01-20 19:41:00,travel,domestic,mobile,19,0,55.01,0
TXN1029447,241,150.63,2025-01-20 19:53:00,online_retail,domestic,mobile,20,0,5.97,0
TXN1003552,1664,73.9,2025-01-20 20:00:00,utilities,domestic,mobile,3,0,31.56,0
TXN1043046,988,33.76,2025-01-20 20:03:00,online_retail,domestic,mobile,21,0,60.78,0
TXN1044374,1381,46.92,2025-01-20 20:11:00,electronics,domestic,mobile,3,0,30.63,0
TXN1036955,354,41.17,2025-01-20 20:13:00,grocery,domestic,web,3,0,24.03,0
TXN1020084,2356,48.95,2025-01-20 20:17:00,gas_station,domestic,mobile,17,0,15.74,0
TXN1021409,2058,8.15,2025-01-20 20:21:00,utilities,domestic,mobile,1,1,23.16,0
TXN1039869,373,61.44,2025-01-20 20:23:00,restaurant,domestic,web,17,1,34.28,0
TXN1010864,1334,22.4,2025-01-20 20:33:00,grocery,domestic,mobile,17,1,9.59,0
TXN1023099,2716,70.45,2025-01-20 20:42:00,utilities,domestic,web,22,1,69.71,0
TXN1047844,335,76.96,2025-01-20 20:44:00,entertainment,domestic,web,23,0,29.65,0
TXN1003069,689,167.54,2025-01-20 20:53:00,restaurant,domestic,pos,21,1,23.93,0
TXN1017179,2933,7.21,2025-01-20 20:59:00,utilities,domestic,mobile,6,1,9.98,0
TXN1010980,772,30.98,2025-01-20 21:02:00,travel,domestic,web,11,0,31.02,0
TXN1047902,1375,41.18,2025-01-20 21:04:00,entertainment,domestic,web,17,1,57.39,0
TXN1013393,2450,33.96,2025-01-20 21:08:00,restaurant,domestic,mobile,6,1,6.54,0
TXN1043794,506,5.58,2025-01-20 21:08:00,entertainment,domestic,mobile,5,1,18.1,0
TXN1039036,608,7.09,2025-01-20 21:10:00,grocery,domestic,mobile,17,0,13.96,0
TXN1018010,1740,25.4,2025-01-20 21:11:00,grocery,domestic,mobile,18,1,27.08,0
TXN1042832,1105,10.74,2025-01-20 21:11:00,grocery,domestic,web,3,0,21.79,0
TXN1035110,706,3.38,2025-01-20 21:31:00,travel,international,web,8,1,20.81,0
TXN1012021,1885,12.86,2025-01-20 21:46:00,electronics,domestic,mobile,14,0,45.62,0
TXN1043632,2097,417.99,2025-01-20 21:54:00,restaurant,domestic,pos,22,1,9.12,0
TXN1024529,2744,139.94,2025-01-20 21:55:00,online_retail,international,pos,3,1,21.9,0
TXN1047533,2649,20.07,2025-01-20 22:01:00,gas_station,domestic,mobile,18,0,49.71,0
TXN1023086,248,21.17,2025-01-20 22:04:00,restaurant,domestic,pos,3,0,25.76,0
TXN1021993,1837,38.5,2025-01-20 22:05:00,restaurant,domestic,web,14,1,42.77,0
TXN1037342,1059,72.49,2025-01-20 22:06:00,travel,domestic,pos,16,1,17.97,0
TXN1048165,557,301.08,2025-01-20 22:09:00,entertainment,domestic,mobile,6,1,51.63,0
TXN1013434,194,2.57,2025-01-20 22:11:00,entertainment,domestic,mobile,16,1,71.92,0
TXN1033988,1323,49.41,2025-01-20 22:14:00,online_retail,domestic,web,13,1,29.21,0
TXN1001995,12,7.08,2025-01-20 22:15:00,gas_station,domestic,mobile,14,0,12.81,1
TXN1019282,1343,37.67,2025-01-20 22:21:00,restaurant,domestic,mobile,11,0,35.74,0
TXN1030541,1917,79.84,2025-01-20 22:30:00,online_retail,domestic,pos,1,1,79.72,1
TXN1047840,1249,25.7,2025-01-20 22:33:00,utilities,domestic,web,10,1,67.18,1
TXN1043208,756,74.25,2025-01-20 22:45:00,travel,domestic,web,11,1,7.8,0
TXN1038705,240,13.31,2025-01-20 22:57:00,utilities,domestic,web,5,0,26.99,1
TXN1039737,1158,9.49,2025-01-20 22:57:00,utilities,domestic,mobile,17,0,100.66,0
TXN1030879,1221,3.09,2025-01-20 22:58:00,online_retail,domestic,mobile,19,0,23.81,0
TXN1030007,2541,96.75,2025-01-20 22:59:00,gas_station,domestic,web,22,0,24.83,0
TXN1028409,579,22.74,2025-01-20 23:03:00,electronics,domestic,mobile,19,0,38.67,0
TXN1041901,60,9.46,2025-01-20 23:09:00,grocery,domestic,pos,13,1,19.28,0
TXN1035256,2696,5.29,2025-01-20 23:14:00,utilities,domestic,web,8,0,9.31,0
TXN1013838,2130,278.36,2025-01-20 23:19:00,grocery,domestic,pos,19,0,46.85,0
TXN1038693,1840,4.2,2025-01-20 23:26:00,restaurant,domestic,mobile,22,1,16.45,0
TXN1013663,2882,3.01,2025-01-20 23:34:00,travel,domestic,web,8,1,8.02,0
TXN1020374,1342,168.96,2025-01-20 23:34:00,gas_station,domestic,web,8,1,72.22,1
TXN1010985,2152,5.79,2025-01-20 23:37:00,utilities,domestic,pos,9,0,12.72,0
TXN1029308,95,17.93,2025-01-20 23:39:00,travel,domestic,mobile,14,0,16.13,0
TXN1020448,1076,342.63,2025-01-20 23:39:00,restaurant,domestic,mobile,13,1,31.13,1
TXN1025589,2604,397.63,2025-01-20 23:43:00,entertainment,domestic,pos,1,0,15.91,0
TXN1012115,961,90.8,2025-01-20 23:49:00,utilities,domestic,pos,1,1,26.4,0
TXN1026640,948,27.03,2025-01-20 23:50:00,electronics,domestic,mobile,0,0,35.64,1
TXN1018349,1917,53.92,2025-01-20 23:51:00,online_retail,domestic,mobile,3,1,53.73,1
TXN1038387,600,58.16,2025-01-20 23:53:00,grocery,domestic,mobile,8,0,11.61,0
TXN1044580,85,55.9,2025-01-20 23:54:00,restaurant,domestic,pos,13,1,19.77,0
TXN1005999,1134,262.02,2025-01-21 00:00:00,online_retail,domestic,mobile,23,1,30.28,0
TXN1037291,1914,71.88,2025-01-21 00:00:00,grocery,domestic,mobile,12,0,120.52,1
TXN1039078,114,31.71,2025-01-21 00:16:00,restaurant,domestic,pos,14,0,46.54,0
TXN1017450,2982,36.08,2025-01-21 00:18:00,electronics,domestic,web,14,0,90.93,0
TXN1047158,2454,64.7,2025-01-21 00:20:00,electronics,domestic,mobile,3,1,44.76,0
TXN1045650,1718,52.18,2025-01-21 00:25:00,travel,domestic,mobile,6,0,46.93,0
TXN1002441,2080,9.48,2025-01-21 00:29:00,grocery,domestic,mobile,0,0,21.39,0
TXN1008189,953,30.79,2025-01-21 00:35:00,grocery,domestic,mobile,3,1,106.1,0
TXN1035371,1360,23.42,2025-01-21 00:37:00,gas_station,domestic,mobile,6,1,3.46,0
TXN1038776,669,23.05,2025-01-21 00:50:00,restaurant,domestic,web,21,1,5.92,0
TXN1012594,1894,186.36,2025-01-21 01:00:00,entertainment,domestic,pos,3,0,8.14,0
TXN1013363,986,48.7,2025-01-21 01:02:00,gas_station,domestic,pos,12,1,32.91,0
TXN1016959,2116,28.45,2025-01-21 01:06:00,grocery,domestic,pos,9,0,15.27,0
TXN1005502,452,142.45,2025-01-21 01:10:00,travel,domestic,mobile,16,0,0.96,0
TXN1001904,757,13.77,2025-01-21 01:13:00,entertainment,domestic,pos,22,0,58.41,0
TXN1005227,2022,23.93,2025-01-21 01:17:00,entertainment,domestic,mobile,8,1,30.43,0
TXN1002991,627,28.34,2025-01-21 01:25:00,travel,domestic,mobile,13,1,12.53,0
TXN1032651,1622,61.93,2025-01-21 01:28:00,entertainment,domestic,mobile,23,1,49.3,0
TXN1046470,1583,28.64,2025-01-21 01:29:00,gas_station,domestic,mobile,23,1,124.94,1
TXN1017840,2289,27.14,2025-01-21 01:30:00,restaurant,domestic,pos,22,1,58.21,0
TXN1014281,934,34.5,2025-01-21 01:32:00,entertainment,domestic,web,3,1,4.77,0
TXN1029074,2998,132.15,2025-01-21 01:42:00,grocery,domestic,web,10,0,32.8,0
TXN1039104,907,274.89,2025-01-21 01:42:00,travel,domestic,web,22,0,23.08,0
TXN1027247,252,75.36,2025-01-21 01:49:00,travel,domestic,web,14,0,97.62,1
TXN1004328,196,19.69,2025-01-21 01:53:00,travel,domestic,mobile,17,1,6.34,0
TXN1000926,951,16.02,2025-01-21 01:57:00,utilities,domestic,mobile,0,1,15.56,0
TXN1006412,2124,7.32,2025-01-21 02:07:00,electronics,domestic,pos,6,0,8.62,0
TXN1009868,1688,31.8,2025-01-21 02:10:00,restaurant,domestic,pos,7,1,54.06,0
TXN1048833,261,219.18,2025-01-21 02:10:00,restaurant,domestic,mobile,19,1,7.75,0
TXN1044181,1094,6.02,2025-01-21 02:13:00,grocery,domestic,web,14,0,39.26,0
TXN1027403,1917,30.43,2025-01-21 02:21:00,travel,domestic,pos,10,1,8.58,0
TXN1009564,2407,33.98,2025-01-21 02:22:00,travel,domestic,pos,9,1,59.89,0
TXN1004008,377,8.54,2025-01-21 02:23:00,utilities,domestic,web,18,1,30.45,1
TXN1006800,2770,2.86,2025-01-21 02:35:00,grocery,domestic,web,14,1,71.73,0
TXN1045111,2350,48.39,2025-01-21 02:43:00,online_retail,domestic,pos,18,1,1.39,0
TXN1018870,1840,22.13,2025-01-21 02:45:00,restaurant,domestic,mobile,5,1,40.68,0
TXN1018252,2360,1.86,2025-01-21 03:03:00,grocery,domestic,mobile,10,1,30.93,0
TXN1043327,1470,47.09,2025-01-21 03:07:00,utilities,domestic,pos,14,0,11.42,0
TXN1026189,2037,79.7,2025-01-21 03:09:00,grocery,domestic,mobile,11,0,77.22,0
TXN1023990,2756,22.49,2025-01-21 03:13:00,restaurant,domestic,mobile,18,0,82.71,0
TXN1019080,71,108.12,2025-01-21 03:20:00,travel,domestic,pos,9,1,13.38,0
TXN1034560,2213,101.46,2025-01-21 03:37:00,gas_station,domestic,web,13,1,55.25,0
TXN1004144,1907,14.3,2025-01-21 03:52:00,entertainment,domestic,web,1,1,15.91,0
TXN1010288,2947,276.18,2025-01-21 03:56:00,electronics,domestic,pos,7,0,30.6,0
TXN1049682,560,67.3,2025-01-21 04:11:00,entertainment,domestic,mobile,23,1,50.26,0
TXN1015518,409,14.46,2025-01-21 04:20:00,online_retail,domestic,mobile,9,1,95.56,0
TXN1044488,1310,82.83,2025-01-21 04:25:00,restaurant,domestic,mobile,3,0,20.57,0
TXN1018877,2893,139.01,2025-01-21 04:25:00,online_retail,domestic,mobile,18,0,35.73,0
TXN1018531,2731,139.98,2025-01-21 04:26:00,online_retail,domestic,web,7,0,1.14,0
TXN1000609,1861,47.37,2025-01-21 04:39:00,entertainment,domestic,pos,19,0,4.53,0
TXN1026707,7,27.19,2025-01-21 04:43:00,travel,international,web,15,1,2.03,0
TXN1040252,2867,17.4,2025-01-21 04:53:00,restaurant,domestic,pos,15,0,34.47,0
TXN1038287,440,21.86,2025-01-21 05:06:00,electronics,international,web,8,1,30.72,0
TXN1045401,2817,131.9,2025-01-21 05:08:00,online_retail,domestic,pos,17,1,23.71,0
TXN1006054,1733,35.77,2025-01-21 05:13:00,grocery,domestic,mobile,13,1,52.24,0
TXN1038959,585,10.08,2025-01-21 05:26:00,online_retail,domestic,mobile,8,0,35.59,0
TXN1037655,409,8.18,2025-01-21 05:30:00,online_retail,domestic,mobile,3,1,33.42,0
TXN1023758,633,4.09,2025-01-21 05:38:00,travel,domestic,pos,13,1,4.5,0
TXN1030694,1295,39.92,2025-01-21 05:42:00,restaurant,domestic,web,14,0,10.68,0
TXN1005433,760,54.14,2025-01-21 05:44:00,utilities,domestic,web,6,0,39.16,0
TXN1031488,2641,7.17,2025-01-21 05:48:00,gas_station,domestic,mobile,23,0,62.81,0
TXN1035673,2943,27.39,2025-01-21 05:49:00,online_retail,domestic,web,10,0,8.29,0
TXN1004580,2856,37.9,2025-01-21 05:56:00,online_retail,domestic,pos,7,0,39.26,0
TXN1005566,2822,15.79,2025-01-21 06:08:00,grocery,domestic,mobile,15,1,15.56,0
TXN1026031,2548,18.78,2025-01-21 06:10:00,utilities,domestic,mobile,9,0,54.82,0
TXN1028624,2256,57.17,2025-01-21 06:14:00,online_retail,domestic,mobile,8,1,39.49,0
TXN1040582,209,118.62,2025-01-21 06:19:00,gas_station,international,pos,17,0,7.28,0
TXN1006350,1621,74.17,2025-01-21 06:21:00,travel,domestic,mobile,7,0,23.88,0
TXN1002813,123,9.66,2025-01-21 06:26:00,electronics,domestic,mobile,13,0,73.33,0
TXN1011850,1886,9.44,2025-01-21 06:36:00,electronics,domestic,mobile,2,1,15.58,0
TXN1025156,783,34.8,2025-01-21 06:37:00,electronics,international,web,13,0,81.24,1
TXN1037613,2379,49.6,2025-01-21 06:46:00,utilities,domestic,pos,12,1,6.65,0
TXN1044538,456,80.73,2025-01-21 06:52:00,gas_station,domestic,pos,21,0,89.77,0
TXN1048947,1908,23.74,2025-01-21 06:54:00,restaurant,domestic,web,12,0,10.3,0
TXN1033613,433,126.62,2025-01-21 06:56:00,online_retail,domestic,mobile,3,0,33.46,0
TXN1016209,2234,113.19,2025-01-21 07:04:00,electronics,domestic,web,5,1,36.72,0
TXN1038741,1282,59.87,2025-01-21 07:06:00,gas_station,domestic,mobile,17,1,16.25,0
TXN1042158,2416,38.08,2025-01-21 07:11:00,utilities,domestic,mobile,21,0,41.61,0
TXN1002507,2287,47.3,2025-01-21 07:11:00,grocery,domestic,mobile,14,1,32.01,0
TXN1017434,3,45.38,2025-01-21 07:14:00,utilities,domestic,pos,1,1,9.97,0
TXN1006208,18,63.52,2025-01-21 07:17:00,online_retail,domestic,web,8,1,65.1,0
TXN1010674,2938,59.2,2025-01-21 07:22:00,gas_station,domestic,pos,7,1,55.64,0
TXN1033978,1728,53.04,2025-01-21 07:23:00,travel,international,pos,8,1,10.28,0
TXN1038347,2878,104.17,2025-01-21 07:26:00,electronics,international,mobile,19,0,35.54,1
TXN1001041,96,47.32,2025-01-21 07:35:00,utilities,domestic,web,0,1,91.19,1
TXN1015786,1498,64.27,2025-01-21 07:42:00,entertainment,domestic,web,23,1,75.11,0
TXN1040677,2474,35.66,2025-01-21 07:46:00,grocery,domestic,web,1,1,46.05,0
TXN1028154,2912,14.86,2025-01-21 07:51:00,travel,international,mobile,15,1,25.78,0
TXN1046128,2951,57.08,2025-01-21 07:52:00,gas_station,international,mobile,22,0,30.48,1
TXN1024889,408,35.73,2025-01-21 08:20:00,restaurant,domestic,mobile,13,1,75.49,0
TXN1047551,1549,25.48,2025-01-21 08:20:00,travel,domestic,mobile,2,1,49.59,0
TXN1032606,735,23.37,2025-01-21 08:29:00,grocery,domestic,web,6,1,8.04,0
TXN1004604,549,3.89,2025-01-21 08:33:00,travel,domestic,mobile,12,1,31.87,0
TXN1019697,305,7.19,2025-01-21 08:36:00,entertainment,domestic,mobile,18,1,57.62,0
TXN1032634,1177,17.63,2025-01-21 08:39:00,grocery,domestic,pos,8,1,58.39,0
TXN1000483,798,39.18,2025-01-21 08:39:00,restaurant,domestic,web,4,0,29.53,0
TXN1025831,325,45.45,2025-01-21 08:42:00,restaurant,domestic,pos,3,0,36.19,0
TXN1040642,2839,36.74,2025-01-21 08:45:00,restaurant,domestic,mobile,4,0,1.57,0
TXN1048098,1441,18.89,2025-01-21 08:47:00,grocery,domestic,mobile,17,1,83.06,0
TXN1040570,1002,52.28,2025-01-21 08:48:00,gas_station,domestic,mobile,18,0,8.92,0
TXN1022207,2723,24.2,2025-01-21 08:58:00,entertainment,domestic,mobile,2,1,14.18,0
TXN1013953,840,97.91,2025-01-21 09:11:00,entertainment,domestic,mobile,4,1,20.56,0
TXN1037954,2083,98.32,2025-01-21 09:19:00,utilities,domestic,web,3,1,24.37,0
TXN1044854,1389,58.02,2025-01-21 09:22:00,entertainment,domestic,mobile,15,0,26.21,0
TXN1048578,2514,28.81,2025-01-21 09:24:00,travel,domestic,web,4,1,6.77,0
TXN1005254,104,161.42,2025-01-21 09:41:00,grocery,domestic,pos,2,1,18.32,0
TXN1036496,1110,13.37,2025-01-21 09:49:00,utilities,domestic,pos,21,0,19.2,0
TXN1015605,1204,22.27,2025-01-21 09:49:00,electronics,domestic,mobile,7,0,78.68,0
TXN1029004,60,13.41,2025-01-21 09:51:00,restaurant,international,mobile,1,0,24.64,1
TXN1043090,2034,6.87,2025-01-21 09:55:00,travel,domestic,web,19,0,10.13,0
TXN1016356,772,96.45,2025-01-21 09:59:00,travel,domestic,mobile,11,0,81.72,0
TXN1028561,2587,6.61,2025-01-21 10:01:00,entertainment,international,mobile,6,1,3.75,0
TXN1037642,315,6.65,2025-01-21 10:04:00,travel,domestic,pos,18,1,93.8,0
TXN1027704,540,45.47,2025-01-21 10:11:00,travel,domestic,pos,23,0,25.58,0
TXN1016277,420,8.58,2025-01-21 10:39:00,entertainment,domestic,mobile,5,1,58.44,0
TXN1035801,352,40.22,2025-01-21 10:41:00,utilities,domestic,web,2,1,30.22,0
TXN1004405,688,80.14,2025-01-21 10:53:00,restaurant,domestic,mobile,8,1,35.03,0
TXN1021187,272,201.12,2025-01-21 10:53:00,online_retail,domestic,pos,20,0,30.49,0
TXN1042748,899,16.4,2025-01-21 10:58:00,electronics,domestic,mobile,17,0,41.97,0
TXN1039003,1085,18.96,2025-01-21 10:58:00,electronics,domestic,mobile,23,1,36.52,0
TXN1026305,1343,5.75,2025-01-21 10:59:00,grocery,domestic,mobile,5,0,33.55,0
TXN1023277,1220,41.32,2025-01-21 11:10:00,travel,domestic,mobile,10,0,4.83,0
TXN1013044,2136,12.82,2025-01-21 11:19:00,electronics,domestic,mobile,10,0,3.84,0
TXN1043290,2080,209.27,2025-01-21 11:33:00,gas_station,domestic,mobile,17,0,0.26,0
TXN1033883,772,40.05,2025-01-21 11:34:00,travel,domestic,web,8,0,2.31,0
TXN1027022,424,73.95,2025-01-21 11:40:00,online_retail,domestic,mobile,12,0,63.14,0
TXN1000693,2360,10.37,2025-01-21 11:41:00,grocery,domestic,mobile,10,0,34.67,0
TXN1039096,1713,9.58,2025-01-21 11:42:00,entertainment,domestic,mobile,1,1,75.89,0
TXN1016817,641,38.31,2025-01-21 11:46:00,gas_station,domestic,web,21,1,2.64,0
TXN1048930,658,52.12,2025-01-21 11:49:00,gas_station,domestic,pos,6,1,23.57,0
TXN1017195,1442,96.5,2025-01-21 11:51:00,travel,domestic,web,14,1,53.53,0
TXN1009711,2338,22.41,2025-01-21 11:52:00,utilities,domestic,mobile,22,0,29.35,0
TXN1040518,2643,500.49,2025-01-21 11:58:00,restaurant,international,mobile,13,0,19.95,1
TXN1015032,1324,261.17,2025-01-21 11:59:00,travel,international,mobile,6,0,6.42,0
TXN1039166,1281,14.58,2025-01-21 12:04:00,electronics,domestic,web,16,0,21.48,0
TXN1018967,1421,80.79,2025-01-21 12:09:00,gas_station,domestic,pos,10,0,3.03,0
TXN1029135,2469,25.97,2025-01-21 12:14:00,travel,domestic,mobile,0,1,41.54,0
TXN1027134,788,15.12,2025-01-21 12:15:00,electronics,domestic,mobile,5,1,55.64,0
TXN1046651,938,7.62,2025-01-21 12:19:00,online_retail,domestic,web,9,1,17.09,0
TXN1004569,1729,167.41,2025-01-21 12:19:00,travel,domestic,mobile,2,1,5.39,0
TXN1000664,360,54.84,2025-01-21 12:22:00,entertainment,domestic,web,18,0,23.59,0
TXN1002517,148,239.82,2025-01-21 12:22:00,gas_station,domestic,mobile,8,0,62.62,0
TXN1035753,2403,71.09,2025-01-21 12:32:00,gas_station,domestic,mobile,0,1,36.18,0
TXN1010211,51,135.17,2025-01-21 12:35:00,electronics,domestic,mobile,19,0,3.42,0
TXN1007004,1661,15.81,2025-01-21 12:39:00,entertainment,international,pos,9,1,2.32,0
TXN1014298,1410,162.92,2025-01-21 12:44:00,travel,domestic,mobile,3,1,7.93,0
TXN1038510,362,77.69,2025-01-21 12:47:00,electronics,domestic,web,16,0,4.16,0
TXN1025865,284,28.82,2025-01-21 12:53:00,grocery,domestic,mobile,8,0,28.53,0
TXN1003540,751,18.97,2025-01-21 12:55:00,gas_station,domestic,web,16,1,31.81,0
TXN1038748,2410,149.2,2025-01-21 12:58:00,restaurant,domestic,mobile,18,0,0.73,0
TXN1030505,2888,114.73,2025-01-21 12:59:00,utilities,domestic,web,9,1,17.81,0
TXN1007098,1900,44.5,2025-01-21 13:06:00,electronics,domestic,web,15,1,19.2,0
TXN1015694,1650,20.05,2025-01-21 13:08:00,electronics,international,mobile,0,1,3.11,0
TXN1021284,304,41.06,2025-01-21 13:09:00,entertainment,domestic,mobile,8,1,18.67,0
TXN1037333,246,80.83,2025-01-21 13:15:00,utilities,domestic,mobile,13,0,11.87,0
TXN1044363,1922,82.15,2025-01-21 13:20:00,entertainment,domestic,pos,16,0,34.9,0
TXN1010382,2831,41.22,2025-01-21 13:22:00,gas_station,domestic,mobile,17,1,2.15,0
TXN1045921,2313,237.9,2025-01-21 13:31:00,electronics,domestic,web,10,1,24.44,0
TXN1048336,2497,29.99,2025-01-21 13:35:00,entertainment,domestic,mobile,7,1,14.33,0
TXN1036453,2588,30.64,2025-01-21 13:36:00,travel,domestic,mobile,4,0,23.82,0
TXN1000678,2638,39.94,2025-01-21 13:44:00,grocery,domestic,mobile,3,1,14.37,0
TXN1031691,1765,11.97,2025-01-21 13:56:00,online_retail,domestic,mobile,6,1,54.32,0
TXN1042269,1609,11.38,2025-01-21 14:09:00,grocery,international,mobile,22,0,54.33,0
TXN1041601,2730,10.27,2025-01-21 14:20:00,entertainment,domestic,web,12,1,74.47,0
TXN1035932,785,37.08,2025-01-21 14:21:00,entertainment,domestic,web,14,0,28.38,0
TXN1033155,1978,23.58,2025-01-21 14:26:00,restaurant,domestic,web,15,0,23.54,0
TXN1018316,225,868.9,2025-01-21 14:27:00,gas_station,domestic,pos,1,1,25.02,1
TXN1007674,429,205.97,2025-01-21 14:34:00,travel,domestic,mobile,11,0,14.18,0
TXN1049800,1728,13.29,2025-01-21 14:36:00,online_retail,domestic,pos,8,0,6.47,0
TXN1017126,1731,104.68,2025-01-21 14:36:00,gas_station,domestic,web,19,1,28.65,0
TXN1013913,1031,43.91,2025-01-21 14:38:00,electronics,domestic,web,19,1,70.77,0
TXN1047979,2982,14.17,2025-01-21 14:39:00,entertainment,international,mobile,7,0,37.67,1
TXN1008803,2109,5.92,2025-01-21 14:48:00,online_retail,domestic,mobile,7,0,34.46,0
TXN1002808,2294,105.49,2025-01-21 14:49:00,travel,domestic,mobile,17,0,11.18,0
TXN1028290,2845,165.22,2025-01-21 15:01:00,electronics,domestic,mobile,13,0,7.99,0
TXN1014998,273,13.31,2025-01-21 15:02:00,entertainment,domestic,mobile,0,1,28.43,0
TXN1028074,300,58.41,2025-01-21 15:02:00,travel,domestic,pos,18,1,66.59,1
TXN1018037,942,18.87,2025-01-21 15:03:00,entertainment,domestic,mobile,17,1,58.69,0
TXN1041951,1625,45.07,2025-01-21 15:05:00,online_retail,domestic,web,23,0,47.79,0
TXN1016602,483,171.54,2025-01-21 15:10:00,travel,international,mobile,16,0,34.92,1
TXN1041311,756,135.11,2025-01-21 15:12:00,travel,domestic,mobile,11,0,28.34,0
TXN1013697,2425,31.61,2025-01-21 15:12:00,grocery,domestic,pos,9,0,5.85,0
TXN1026291,379,2.15,2025-01-21 15:13:00,gas_station,domestic,mobile,9,1,1.14,0
TXN1001968,2702,22.57,2025-01-21 15:14:00,gas_station,domestic,pos,20,1,11.2,0
TXN1037336,2857,73.24,2025-01-21 15:17:00,electronics,domestic,mobile,9,0,0.74,0
TXN1020346,701,275.46,2025-01-21 15:26:00,gas_station,domestic,pos,12,0,59.65,1
TXN1047893,790,183.19,2025-01-21 15:26:00,travel,domestic,mobile,8,0,80.05,0
